所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
【0127版本】数据目录管理,管理域目录管理 编辑 验证L3业务对象编辑功能正常(英文名称200位边界值),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L3节点的编辑操作
3. 输入恰好200位的英文名称
4. 点击保存
","1. 页面加载成功
2. 成功打开L3编辑弹窗
3. 业务对象英文名称字段可输入200位
4. 点击保存成功,数据正常提交
",,3,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 验证L3业务对象编辑功能正常,拥有编辑权限且选择L3节点进行编辑,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L3节点的编辑操作
3. 填写合法节点名称(1-200位)及英文名称(1-200位)
4. 填写合法的英文简称(小于200位)
5. 设定有效的数据标准责任人
6. 填写正确的业务对象定义(1-2000位)
7. 配置电厂侧数据Owner清单(不重复组织且数量<=99)
8. 点击保存
","1. 页面加载成功
2. 成功打开L3编辑弹窗
3. 1) 节点名称输入框可正常输入(1-200位)
2) 业务对象英文名称输入框可正常输入(1-200位)
4. 业务对象英文简称输入框可正常输入(小于200位)
5. 数据标准责任人人员选择器可正常选择
6. 业务对象定义输入框可正常输入(1-2000位)
7. 电厂侧数据Owner清单可正常配置(不重复组织且数量<=99)
8. 保存成功,当前L3节点的各个字段更新并持久化至列表及详情
",,1,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L2主题域编辑(节点名称同级重复),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L2节点的【编辑】按钮
3. 输入同一级别下已存在的L2节点名称
4. 点击保存
","1. 页面加载成功
2. 成功打开L2编辑弹窗
3. L2节点名称输入框可输入同级已存在名称
4. 弹窗提示:节点名称必填,1-20位,且同一父级下不可重复。
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L2主题域编辑(节点名称超20位),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L2节点的【编辑】按钮
3. 输入超过20位的L2节点名称
4. 点击保存
","1. 页面加载成功
2. 成功打开L2编辑弹窗
3. L2节点名称输入框可输入超过20位
4. 弹窗提示:节点名称必填,1-20位,且同一父级下不可重复。
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L2主题域编辑(节点名称为空),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L2节点的【编辑】按钮
3. 将L2节点名称置空
4. 点击保存
","1. 页面加载成功
2. 成功打开L2编辑弹窗
3. L2节点名称字段为空
4. 弹窗提示:节点名称必填,1-20位,且同一父级下不可重复。
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L2主题域编辑(存在认责表单锁定),选择一个关联有未完成认责表单的L2节点,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L2节点的【编辑】按钮
3. 尝试对该L2节点修改内容并点击保存
","1. 页面加载成功
2. 成功打开L2编辑弹窗
3. 弹窗提示:存在相关未完成流程,已锁定。
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L2主题域编辑(本部业务主管部门为空),打开L2编辑弹窗并选用多组织对应人员,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L2节点的【编辑】按钮
3. 触发多组织机构下拉框
4. 不选择有效组织机构(置空)
5. 点击保存
","1. 页面加载成功
2. 成功打开L2编辑弹窗
3. 触发多组织机构下拉框
4. 组织机构字段为空
5. 弹窗提示:'本部业务主管部门不可为空'
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L2主题域编辑(业务数据负责人为空),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L2节点的【编辑】按钮
3. 清空业务数据负责人选择
4. 点击保存
","1. 页面加载成功
2. 成功打开L2编辑弹窗
3. 业务数据负责人字段为空
4. 弹窗提示:业务数据负责人不能为空,请选择人员
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 验证L2主题域编辑(多组织机构选择),"拥有编辑权限且选择L2节点进行编辑,该节点业务数据负责人绑定多个组织机构","1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L2节点的【编辑】按钮
3. 选择一个绑定多个组织机构的业务数据负责人
4. 系统显示组织机构下拉框
5. 在下拉框中选择一个组织机构
6. 点击保存
","1. 页面加载成功
2. 成功打开L2编辑弹窗
3. 绑定多个组织机构的用户可被选择
4. 系统自动显示组织机构下拉框
5. 在下拉框中选择一个组织机构
6. 保存成功,列表数据更新生效
",,1,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 验证L2主题域编辑功能正常,拥有编辑权限且选择L2节点进行编辑,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L2节点的【编辑】按钮
3. 填写正确唯一的L2节点名称(1-20位)及排序
4. 选择有效的业务数据负责人(通过人员选择器)
5. 系统自动回显该负责人的组织机构(本部业务主管部门)
6. 点击保存
","1. 页面加载成功
2. 成功打开L2编辑弹窗
3. L2节点名称输入框可正常输入
4. 业务数据负责人人员选择器可正常选择
5. 系统自动回显该负责人的组织机构(本部业务主管部门)
6. 保存成功,列表页及对应L2节点数据更新为编辑后的内容
",,1,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L1主题域分组编辑(存在认责表单锁定),选择一个关联有未完成的认责表单(关联当前节点或其子节点)的L1节点,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L1节点的【编辑】按钮
3. 点击该L1节点的【编辑】按钮弹出窗体
4. 点击保存
","1. 页面加载成功
2. 成功打开L1编辑弹窗
3. 成功打开L1编辑弹窗
4. 弹窗提示:存在相关未完成流程,已锁定。
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L1主题域分组编辑(节点名称同级重复),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L1节点的【编辑】按钮
3. 输入同一级别下已存在的节点名称
4. 点击保存
","1. 页面加载成功
2. 成功打开L1编辑弹窗
3. 节点名称输入框可输入已存在的名称
4. 弹窗提示:节点名称必填,1-20位,且同一父级下不可重复。
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L1主题域分组编辑(节点名称超20位),无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L1节点的【编辑】按钮
3. 输入超过20位的节点名称
4. 点击保存
","1. 页面加载成功
2. 成功打开L1编辑弹窗
3. 输入成功
4. 弹窗提示:节点名称必填,1-20位,且同一父级下不可重复。
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L1主题域分组编辑(节点名称为空),拥有编辑权限且选择L1节点进入编辑页面,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L1节点的【编辑】按钮
3. 将节点名称置空
4. 点击保存
","1. 页面加载成功
2. 成功打开L1编辑弹窗
3. 节点名称字段为空
4. 弹窗提示:节点名称必填,1-20位,且同一父级下不可重复。
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 异常场景 验证L1主题域分组编辑(业务数据Owner为空),拥有编辑权限且选择L1节点进入编辑页面,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L1节点的【编辑】按钮
3. 清空业务数据Owner人员选择项
4. 点击保存
","1. 页面加载成功
2. 成功打开L1编辑弹窗
3. 业务数据Owner字段为空
4. 弹窗提示:业务数据负责人不能为空,请选择人员
",,2,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 编辑 验证L1主题域分组编辑功能正常,拥有编辑权限且选择L1节点进入编辑页面,"1. 进入【数据目录管理-管理域目录管理】页面
2. 点击L1节点的【编辑】按钮
3. 填写正确且唯一的节点名称(1-20位)
4. 填写正确的排序值
5. 选择有效的业务数据Owner(通过人员选择器)
6. 点击保存
","1. 页面加载成功
2. 成功打开L1编辑弹窗
3. 节点名称输入框可正常输入
4. 排序值可通过加减符号正常控制
5. 业务数据Owner人员选择器可正常选择
6. 保存成功,列表页及对应L1节点数据更新为编辑后的内容
",,1,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 验证搜索-边界测试-超长字符串,无,"1. 进入【数据目录管理-管理域目录管理】页面
2. 在搜索框输入1000+字符的字符串
3. 点击搜索
","1. 页面加载成功
2. 搜索框可正常输入
3. 搜索成功
",,3,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 列表展示及L0固化验证,1. 拥有【管理域目录管理】权限<br>2. 存在至少一条管理域L0数据及下属数据,"1. 进入【数据目录管理-管理域目录管理】页面
2. 检查页面顶部同步时间和立即同步按钮
3. 检查列表表头隐藏与新增字段
4. 检查L0节点管理域的操作权限
5. 点击L0节点的展开/收起图标查看所有子节点
6. 在搜索框输入跨层级节点名称进行模糊搜索
7. 检查排序字段顺序
","1. 页面加载成功
2. 同步时间及立即同步按钮已隐藏不再显示
3. 列表表头隐藏标准责任人姓名、工号字段，新增显示完整编码字段
4. L0节点固定为一条(管理域，本级编码='M')，且不允许新增、不允许编辑
5. 树形结构默认收起至顶级，支持点击展开/收起，数据列表无数据隔离可查全量数据
6. 搜索无字符长度/类型限制，展示搜索结果及数量统计
7. 列表严格按照'排序'字段顺序排列
",,1,功能测试,功能测试阶段
【0127版本】数据目录管理,管理域目录管理 验证菜单入口与页面标题,无,"1. 检查左侧菜单导航结构
2. 进入页面后检查页面标题/面包屑
","1. 菜单显示为：数据目录管理 > 管理域目录管理（原数据货架管理 > 数据目录管理入口已移除）
2. 面包屑及页面标题正确显示：数据目录管理 / 管理域目录管理
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 操作 验证点击删除,无,"1. 点击删除，二次确认‘是否确认删除？本操作不可撤回‘ 点击确定
2. 删除成功后
","1. 删除成功，列表-1
2. 规则相关的附件删除
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 操作 验证点击编辑按钮,无,"1. 点击编辑
2. 知识条目基本信息：知识条目名称、关联表名、关联系统、知识条目状态、知识条目类型、关联质量规则、描述
3. 文档附件
4. 编辑时所以字段均正确填写，点击保存
5. 再次点击编辑
6. 点击灰层或返回按钮，二次确认‘是否确认关闭，未提交内容将不会被保存’，点击确认
","1. 成功以抽屉式弹窗唤出新建条目页面
2. 支持修改，校验规则同新增
3. 支持移除，重新上传，校验规则同新增
4. 保存成功，查看列表及详情、已经被引用的地方，修改字段值同步更新
5. 成功回显上传编辑成功的内容
6. 关闭成功，返回列表页，编辑内容不会保存
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 操作 新增 验证新增-附件移除,无,"1. 点击【移除】
2. 删除成功后，如不足10个还支持重新上传
","1. 成功删除已上传的文件，列表-1
2. 上传成功
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 操作 新增 验证新增-附件上传,无,"1. 同一知识条目上传大于10个
2. 同一知识条目上传小于等于10个附件
3. 上传文件格式支持.pdf/ .xls/ .xlsx/ .doc/ .docx/ .ppt/ .pptx，且单文件≤100 MB
4. 上传格式非.pdf/ .xls/ .xlsx/ .doc/ .docx/ .ppt/ .pptx格式
5. 上传单文件大小>100MB
","1. 无法上传，提示
2. 上传成功，附件列表同步更新
3. 上传成功
4. 上传失败，提示格式不正确
5. 上传失败，提示：单文件大小>100MB
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 操作 新增 验证新增-关联系统,无,"1. 非必填
2. 集合元素0-100个
3. 字典来源
","1. 支持为空
2. “关联系统数量超出限制，最多 100个”
3. 数据入湖-源系统
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 操作 新增 验证新增-关联规则,无,"1. 非必填
2. 集合元素0-100个
","1. 支持为空
2. “关联规则数量超出限制，最多 100个”
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 操作 新增 验证新增-知识条目类型,无,"1. 必填
2. 字典配置
","1. 为空提示：“知识条目类型不能为空”
2. 字段正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 操作 新增 验证新增-知识条目描述,无,"1. 必填
2. 长度1-2000字
","1. 为空提示：“知识条目描述不能为空”
2. 超长提示：“知识条目描述长度必须为1-2000字”
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 操作 新增 验证新增-知识条目名称,无,"1. 必填
2. 长度1-30位
3. 不支持重复
","1. 为空提示：“知识条目名称不能为空”
2. 超长提示：“知识条目名称长度必须为1-30位”
3. 重复提示：‘名称已存在’
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 操作 新增 验证点击新增,无,"1. 点击新增
2. 知识条目基本信息：知识条目名称、关联表名、关联系统、知识条目状态、知识条目类型、关联质量规则、描述
3. 文档附件
4. 所以字段均正确填写，点击保存
5. 点击灰层或返回按钮，二次确认‘是否确认关闭，未提交内容将不会被保存’，点击确认
","1. 成功以抽屉式弹窗唤出新建条目页面
2. 正确填写
3. 上传成功
4. 保存成功，列表+1
5. 关闭成功，返回列表页，列表数量不增加
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 列表 验证列表排序,无,"1. 默认以‘最后更新时间’倒序排序
2. 知识条目名称、关联表名、关联系统、关联规则、知识条目发布人、知识条目发布时间、最后更新时间、知识条目类型、知识条目状态 均支持排序
3. 点击字段旁的‘↕’图标切换正序、倒序
","1. 排序正确
2. 默认同时只支持一种类型排序
3. 排序正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 列表 验证列表展示,无,"1. 显示知识条目名称、关联表名、关联系统、关联规则、知识条目发布人、知识条目发布时间、最后更新时间、知识条目类型、知识条目状态、操作
2. 默认显示10条，大于10条分页展示
","1. 字段及字段值均正确
2. 分页正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 搜索 验证重置,无,"1. 点击重置清空所有搜索项
","1. 列表刷新展示全部数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 搜索 验证组合搜索,无,"1. 不同搜索条件组合搜索，取and关系
","1. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 搜索 验证关联质量规则名称搜索,无,"1. 文本类搜索组件
2. 选择不同的匹配模式后，在文本框输入内容，点击查询
","1. 需要选择匹配模式：等于、包含、不包含、首匹配、尾匹配，默认选择包含，且仅支持单选
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 搜索 验证知识条目状态搜索,无,"1. 枚举类搜索组件
2. 支持选择已发布、未发布，支持多选
","1. 支持多选
2. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 搜索 验证知识条目发布人姓名搜索,无,"1. 文本类搜索组件
2. 选择不同的匹配模式后，在文本框输入内容，点击查询
","1. 需要选择匹配模式：等于、包含、不包含、首匹配、尾匹配，默认选择包含，且仅支持单选
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 搜索 验证最后更新时间搜索,无,"1. 时间类搜索组件
2. 选择开始时间、结束时间，最小值必须小于等于最大值，左右为闭区间
","1. 时间选择器yyyy-MM-dd HH:mm
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 搜索 验证知识条目类型搜索,无,"1. 枚举类搜索组件
2. 支持选择，选择内容来源于字典配置，支持多选
","1. 支持多选
2. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 搜索 验证关联系统搜索,无,"1. 枚举类搜索组件
2. 支持选择，选择内容来源于字典配置，支持多选
","1. 支持多选
2. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 搜索 验证关联表名搜索,无,"1. 文本类搜索组件
2. 选择不同的匹配模式后，在文本框输入内容，点击查询
","1. 需要选择匹配模式：等于、包含、不包含、首匹配、尾匹配，默认选择包含，且仅支持单选
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量知识库 搜索 验证知识条目名称搜索,无,"1. 文本类搜索组件
2. 选择不同的匹配模式后，在文本框输入内容，点击查询
","1. 需要选择匹配模式：等于、包含、不包含、首匹配、尾匹配，默认选择包含，且仅支持单选
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证规则tab对应质量知识库列表，查看详情-文档附件,无,"1. 列表显示序号、文件名称、操作
2. 一页展示5条，大于5条分页展示
3. 点击下载
","1. 字段及字段值均正确
2. 分页正确
3. 下载成功，查看下载文件内容正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证规则tab对应质量知识库列表，查看详情-知识条目基本信息,无,"1. 包含知识条目名称、关联表名、关联系统、知识条目状态、知识条目发布人、知识条目发布时间、最后更新人、最后更新时间、知识条目类型、关联质量规则、知识条目名称描述
","1. 字段及字段值均正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证规则tab对应质量知识库列表，查看详情-搜索,无,"1. 支持选择关联规则、关联表名称、知识条目描述、知识条目名称，仅支持选择
2. 选择成功后，在文本框输入内容，点击查询
","1. 选择成功
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证规则tab对应质量知识库列表，查看详情,无,"1. 点击【详情】
2. 详情所有字段均正确展示
3. 若质量知识库编辑修改保存成功
4. 点击【返回列表】
","1. 成功在本页面上再打开知识条目详情弹窗（不校验用户是否有【质量知识库】的权限）
2. 字段及字段值正确
3. 此处修改字段值同步更新
4. 成功返回列表页
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证规则tab对应质量知识库列表,无,"1. 字段显示条目名称、描述、查看次数
2. 查看次数超过9999时
3. 查看次数小于等于9999时
","1. 字段正确
2. 显示9999+
3. 按照实际值显示
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证规则tab对应质量知识库搜索及排序,无,"1. 选中当前规则tab
2. 支持对关联规则名称/关联表名称/知识条目名称/知识条目描述的关键字进行模糊搜索
3. 默认以查看次数降序排序
","1. 显示关联规则ID=本规则的知识条目卡片式列表，且仅展示已发布的知识条目
2. 搜索结果正确
3. 排序正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证详情tab,无,"1. 规则tab根据实例包含规则显示，根据规则ID顺序排列横向排列，最后显示关联问题TAB
2. 规则tab名称显示规则名称
","1. 支持tab切换，切换成功，内容展示正确
2. 显示正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 操作 详情 验证详情按钮,无,"1. 点击列表的【详情】按钮
2. 点击灰层或返回
","1. 成功展开该模块抽屉式详情
2. 成功收起详情
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证列表排序,无,"1. 默认以‘业务日期’倒序排序
2. 表名、节点ID、分区表达式、业务日期、执行开始时间、执行结束时间、状态、规则数 均支持排序
3. 点击字段旁的‘↕’图标切换正序、倒序
","1. 排序正确
2. 默认同时只支持一种类型排序
3. 排序正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证列表展示,无,"1. 列表数据来源
2. 列表字段包含表名、节点ID、分区表达式、业务日期、执行开始时间、执行结束时间、状态、规则数、操作按钮
3. 默认显示10条，大于10条分页展示
","1. 数据来自DataWorks-数据质量产品-质量规则任务实例
2. 显示正确
3. 分页正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证定时同步,无,"1. 每小时会定时发起同步任务
2. 如10：00定时自动同步成功
","1. 每一小时向dataworks请求数据更新，且同步成功
2. 「数据同步时间」时间正确，列表数据更新
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证立即同步,无,"1. 点击同步数据，立刻发起同步任务
2. 同步任务未结束时，再次点击同步校验
3. 同步任务完成时，查看「数据同步时间」
4. dataworks质量任务实例新增后，点击同步
5. dataworks质量规则变更点击同步
","1. 同步成功，质量任务实例列表数据更新
2. 提示：任务进行中，请稍后再试
3. 显示最后一次成功的同步完成时间，时间正确
4. 同步成功，数据门户数据同步新增实例
5. 同步成功，历史实例规则数据不会变更
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证数据最近同步时间,无,"1. 同步任务完成时，查看「数据同步时间」
","1. 显示最后一次成功的同步完成时间，时间正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 列表 验证只看我已在门户关注的规则,无,"1. 默认勾选
2. 支持取消勾选
3. 勾选时过滤规则类型=‘未关注’的结果
","1. 显示正确
2. 列表展示全量数据
3. 过滤掉所有不含用户关注规则的实例
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证重置,无,"1. 点击重置清空所有搜索项
","1. 列表刷新展示全部数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证组合搜索,无,"1. 不同搜索条件组合搜索，取and关系
","1. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证状态搜索,无,"1. 枚举类搜索组件
2. 支持选择正常、报警，支持多选
","1. 支持多选
2. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证执行结束时间搜索,无,"1. 时间类搜索组件
2. 选择开始时间、结束时间，最小值必须小于等于最大值，左右为闭区间
","1. 时间选择器yyyy-MM-dd HH:mm:ss
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证执行开始时间搜索,无,"1. 时间类搜索组件
2. 选择开始时间、结束时间，最小值必须小于等于最大值，左右为闭区间
","1. 时间选择器yyyy-MM-dd HH:mm:ss
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证业务日期搜索,无,"1. 时间类搜索组件
2. 选择开始时间、结束时间，最小值必须小于等于最大值，左右为闭区间
","1. 时间选择器yyyy-MM-dd HH:mm:ss
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证节点ID搜索,无,"1. 文本类搜索组件
2. 选择不同的匹配模式后，在文本框输入内容，点击查询
","1. 需要选择匹配模式：等于、包含、不包含、首匹配、尾匹配，默认选择包含，且仅支持单选
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证表名称搜索,无,"1. 文本类搜索组件
2. 选择不同的匹配模式后，在文本框输入内容，点击查询
","1. 需要选择匹配模式：等于、包含、不包含、首匹配、尾匹配，默认选择包含，且仅支持单选
2. 搜索结果正确，有数据展示相应数据，无数据展示暂无数据
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量任务实例 搜索 验证分区表达式搜索,无,"1. 枚举类搜索组件
2. 支持选择，选择内容来源于字典配置，支持多选
","1. 支持多选
2. 搜索结果正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 验证关注,无,"1. 点击【关注】
2. 点击【取关】
","1. 关注成功
2. 取关成功
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 验证实例,无,"1. 点击【实例】自动带入本规则名称作为筛选条件
","1. 成功进入【数据质量-质量任务示例】列表，且筛选结果正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情-关联知识：点击详情,无,"1. 点击详情
","1. 在本页面上再打开知识条目详情弹窗（不校验用户是否有【质量知识库】的权限）
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情-关联知识列表,无,"1. 列表显示知识名称、更新人、最后更新时间、操作
2. 默认一页展示10条，大于10条分页展示
","1. 字段及字段值正确
2. 分页正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情-关联知识：该tab是否展示,无,"1. 当不存在任何关联知识时
2. 当存在关联知识大于等于1条
","1. 不显示本TAB
2. 显示本TAB
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情-规则详情,无,"1. 引擎/数据源、引擎/数据源实例、规则名称、规则ID、规则类型、DW是否已删除、表名称、规则字段、强/弱、采样方式、校验规则描述、校验方式、比较方式、橙色阈值、红色阈值、期望值、过滤条件
2. 若dataworks以上字段发生变更，并重新同步成功
","1. 字段及字段值正确
2. 变更的字段值同步更新
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情tab,无,"1. 支持详情规则、管理问题、管理知识tab切换
","1. 切换成功，内容展示正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 操作 详情 验证详情按钮,无,"1. 点击列表的【详情】按钮
2. 点击灰层或返回
","1. 可展开该模块抽屉式详情
2. 成功收起详情
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证列表排序,无,"1. 默认以‘规则ID’倒序排序
2. 规则名称、规则类型、规则ID、表名、规则字段、强/弱 均支持排序
3. 点击字段旁的‘↕’图标切换正序、倒序
","1. 排序正确
2. 默认同时只支持一种类型排序
3. 排序正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证列表展示,无,"1. 列表数据来源
2. 列表字段包含规则名称、规则类型、规则ID、表名、规则字段、强/弱、操作按钮
3. 默认显示10条，大于10条分页展示
","1. 数据来自DataWorks-数据质量产品-质量监控规则
2. 显示正确
3. 分页正确
",,3,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证定时同步,无,"1. 每小时会定时发起同步任务
2. 如10：00定时自动同步成功
","1. 每一小时向dataworks请求数据更新，且同步成功
2. 「数据同步时间」时间正确，列表数据更新
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证立即同步,无,"1. 点击同步数据，立刻发起同步任务
2. 同步任务未结束时，再次点击同步校验
3. 同步任务完成时，查看「数据同步时间」
4. dataworks质量监控规则字段值变更，点击同步
5. dataworks质量监控规则新增后，点击同步
6. dataworks质量监控规则删除后，点击同步
","1. 同步成功，质量监控规则列表数据更新
2. 提示：任务进行中，请稍后再试
3. 显示最后一次成功的同步完成时间，时间正确
4. 同步成功，数据门户数据同步更新规则
5. 同步成功，数据门户数据同步新增规则
6. 同步成功，数据门户数据详情里面字段’dw是否已删除‘-已删除，不支持恢复
",,1,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证数据最近同步时间,无,"1. 同步任务完成时，查看「数据同步时间」
","1. 显示最后一次成功的同步完成时间，时间正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证折叠未定义类的规则,无,"1. 默认勾选
2. 支持取消勾选
3. 勾选时过滤规则类型=‘未定义类’的结果
","1. 显示正确
2. 列表展示全量数据
3. 搜索结果正确
",,2,功能测试,功能测试阶段
【0111版本】数据质量,质量监控规则 列表 验证分区表达式目录树,无,"1. 列表左侧显示分区表大师目录
2. 仅支持单选，选择后列表展示和该分区表达式一致的匹配的质量规则数据
3. 选择分区表达式目录搜索结果与其他文本型、枚举型搜索结果取and关系
","1. 目录树展示正确
2. 搜索结果正确
3. 搜索结果正确
",,2,功能测试,功能测试阶段
